genotype,sex,animalNo,expType,birthDate,median_curv_amp,mean_curv_amp,max_curv_amp
rei-HM,M,70,motivated swimming,11-2018,1.512966362221412,1.7159499861052254,3.2057587585119727
rei-HM,M,80,motivated swimming,11-2018,1.7074847004465,1.9125174214525724,3.5326242406015664
rei-HM,M,53,motivated swimming,11-2018,1.4119132037373054,1.5811636850644786,2.8905714054448457
rei-HM,M,20,motivated swimming,11-2018,1.55519527996809,1.749360984489614,3.3171278217394646
rei-HM,M,34,motivated swimming,11-2018,1.7270914090737233,1.717952223218401,3.0279739427073125
rei-HM,M,71,motivated swimming,11-2018,1.4684882921654874,1.6104730635619715,3.409275025147518
rei-HM,M,16,motivated swimming,11-2018,1.6825979074072137,1.742163144789692,3.344489154670528
rei-HM,M,49,motivated swimming,11-2018,1.5926455413465308,1.6468516663524702,2.756610116152043
rei-HM,M,5,motivated swimming,11-2018,1.1838653306694384,1.3402016257811338,2.888210256087218
rei-HM,M,37,motivated swimming,11-2018,1.458002566735513,1.4641276152965752,2.5487063052987122
rei-HM,M,26,motivated swimming,11-2018,1.5596482213327203,1.7901054102678362,3.4320201060973536
rei-HM,M,24,motivated swimming,11-2018,1.5675470335009332,1.6505038604078803,3.543291414091624
rei-HM,M,41,motivated swimming,11-2018,1.5418940042058544,1.5780344657250955,3.4809233471088556
rei-HM,M,45,motivated swimming,11-2018,1.3664543795323254,1.554237879831836,3.4336366602259254
rei-HM,M,1,motivated swimming,11-2018,1.2911757763156217,1.3897637155804585,2.6481222550987966
rei-HM,M,13,motivated swimming,11-2018,1.881238591728338,1.8649912424844608,3.758341092117388
rei-HM,M,81,motivated swimming,11-2018,1.2014458702056037,1.386569894906538,2.803271044427063
rei-HM,M,15,motivated swimming,11-2018,1.5104501508182313,1.551389482821207,3.2505746587414044
rei-HM,M,33,motivated swimming,11-2018,1.7483813722588,1.85066608902297,3.8577185565778978
rei-HM,M,54,motivated swimming,11-2018,2.008209243996213,2.0305111193192205,3.359825061011382
rei-HM,M,60,motivated swimming,11-2018,1.9468516939966767,1.9837713293824595,3.602636748235656
rei-HM,M,90,motivated swimming,11-2018,1.5921256499923009,1.6115159004267479,3.675136487815876
rei-HM,M,46,motivated swimming,11-2018,1.4886775633131961,1.7255865321409931,3.1611431450007594
rei-HM,M,57,motivated swimming,11-2018,1.2119668919493929,1.4440250397432406,3.079376968548289
rei-HM,M,42,motivated swimming,11-2018,1.3804341185340585,1.5240659861115977,4.0005404039839485
rei-HM,M,29,motivated swimming,11-2018,1.8495506432286113,2.0642190981007666,5.122000598770019
rei-HM,M,23,motivated swimming,11-2018,1.534595689417261,1.6889556921885305,4.61157831668492
rei-HM,M,38,motivated swimming,11-2018,1.7168129848947116,1.7284199997450267,3.101381594468588
rei-HM,M,25,motivated swimming,11-2018,1.2056863098714112,1.3144884010644378,3.416288505684947
rei-HM,M,50,motivated swimming,11-2018,1.3669479700289586,1.484007742619237,3.011656750261926
rei-HM,M,47,motivated swimming,11-2018,2.1199577905259197,2.20120875467051,4.538807914968562
rei-HM,M,56,motivated swimming,11-2018,1.291880503320093,1.423992348334927,3.0716761397907844
rei-HM,M,39,motivated swimming,11-2018,1.6716726157101156,1.781459054694971,4.248934828340986
rei-HM,M,35,motivated swimming,11-2018,1.6927537596775597,1.752791836869171,3.2935353227233306
rei-HM,M,28,motivated swimming,11-2018,1.6434381665171611,1.6647510017797242,3.1414316525894543
rei-HM,M,9,motivated swimming,11-2018,1.2440545119888107,1.3940116957404247,3.131467670086324
rei-HM,M,51,motivated swimming,11-2018,1.2626278028930695,1.4418468032716028,3.2627893440011384
rei-HM,M,3,motivated swimming,11-2018,1.4392446130910295,1.504489335647675,3.627748726412112
rei-HM,M,43,motivated swimming,11-2018,1.5790852692887098,1.514565094100443,2.4951317601909233
rei-HM,M,18,motivated swimming,11-2018,1.3601679875367299,1.5215461306925666,3.248610977981704
rei-HM,M,91,motivated swimming,11-2018,1.4732619202114847,1.6129209619335783,4.887225733275484
rei-HM,M,22,motivated swimming,11-2018,1.6646508709080292,1.8511817970528677,3.67903704810672
rei-HM,M,7,motivated swimming,11-2018,1.5000220148200956,1.6001998210824309,3.738341755342367
