genotype,sex,animalNo,expType,birthDate,thrust_mean_m/s,slip_mean_m/s,yaw_mean_m/s,thrust_median_m/s,slip_median_m/s,yaw_median_m/s,cruising_thrust_mean_m/s,cruising_slip_mean_m/s,cruising_yaw_mean_m/s,cruising_thrust_median_m/s,cruising_slip_median_m/s,cruising_yaw_median_m/s,activity_duration_s,activity_fraction,sec_to_first_stop,torque
rei-HT,M,17,motivated swimming,11-2018,0.13781032243838245,0.04328019074809183,346.7480290063986,0.12606777405888225,0.02793681068578175,206.27157252443524,0.14421083978438862,0.045289105096836674,363.5177887339886,0.1305513594843019,0.0307643120201453,233.1761671080642,28.587858500000003,0.9526745542409598,28.642864000000003,0.0008099936345527735
rei-HT,M,33,motivated swimming,11-2018,0.08767193396507925,0.017920185866199666,149.34504111320624,0.068718598775036,0.0045979551951286,40.11872563775345,0.0919857076460758,0.018818213021361573,157.03736540953898,0.0726387449682131,0.0050773630794554,43.04515873081982,28.36532370000007,0.941343109481753,30.122778700000072,0.0020326594871708883
rei-HT,M,91,motivated swimming,11-2018,0.06837588861218653,0.02364206483694729,193.71293069347655,0.059985799539001045,0.01052507605971265,81.13086179142357,0.07665432206014174,0.027002149406936425,222.1481288125996,0.0688450287865681,0.0147447170074941,118.41323411479152,25.75706039999995,0.8583569405099151,29.412352799999944,0.0007800416796640392
rei-HT,M,10,motivated swimming,11-2018,0.12202880557945082,0.030820874284218196,227.8044228656111,0.11128211001476926,0.00991102768316535,73.74228508882652,0.12241792158210817,0.030918329430500335,228.61773985994424,0.1116438025011314,0.0099624708550948,75.0023324752874,29.88440229999994,0.9960006665555741,29.994400099999943,0.0017023445481036713
rei-HT,M,26,motivated swimming,11-2018,0.07573612676190791,0.023895958842561658,209.2809735896604,0.0332080050839021,0.0028959350307656,14.85889174094268,0.13801139481514912,0.04357771453066575,384.3475421648324,0.1299337997639088,0.0235949704173947,197.26860845396743,16.575144300000023,0.5399739583333333,16.715035800000024,0.0008136496550259878
rei-HT,M,20,motivated swimming,11-2018,0.07032427172396366,0.02022207811573342,123.60286735124212,0.06706296032922485,0.00577605705009525,38.816673883721805,0.0708557352321973,0.020289170608075443,124.35763555793206,0.0673541360000007,0.0057205017954670995,38.715987261588936,29.702762400000008,0.9905015830694884,29.95261740000001,0.001965008219750439
rei-HT,M,16,motivated swimming,11-2018,0.10175859148361194,0.028212321728441826,187.1791393519064,0.0944656483566717,0.007689201822067801,43.11952266515817,0.10177224338323355,0.02821368017550162,187.19860904946503,0.0944664306403335,0.0076869542420219,43.11706194141607,29.992000500000003,0.9996667222129645,29.992000500000003,0.002404267107979925
rei-HT,M,31,motivated swimming,11-2018,0.053603634397237594,0.027915403195769017,272.39451015055494,0.0485309703817569,0.016950426193458497,135.20071299806204,0.05531135644328588,0.028610054633315823,282.1022468030942,0.0501680079355217,0.0178316228794843,147.04169133246978,28.777301999999946,0.9590068321946342,29.99739959999994,0.0004968019421222272
rei-HT,M,14,motivated swimming,11-2018,0.08304606749754861,0.02487065187790632,189.7241540944679,0.01526674926007655,0.001659148819947,5.942393257805634,0.16261070853618173,0.04886163288537163,375.4291216046307,0.1447416893268297,0.0317932630357513,233.2579799895484,15.088358200000023,0.5030828195300783,15.243290000000023,0.000816260439979111
rei-HT,M,28,motivated swimming,11-2018,0.06181751406107186,0.02057645136001308,145.6488999903575,0.0545171001770011,0.008245492349836049,53.21427024505283,0.06340097914212357,0.02121820737441352,150.47899948169365,0.056046436747780995,0.0088796104125909,57.53516161407788,28.931983999999964,0.9625062489585069,30.048990999999962,0.0012073728389812273
rei-HT,M,35,motivated swimming,11-2018,0.04877465277822063,0.01648066759666639,137.54366688097696,0.009546760631502,0.0015699515821589,7.6745244711986516,0.10064877539171872,0.0345467399656084,291.166857392118,0.0882472779481627,0.01590786708825235,134.20792981731682,14.637072000000023,0.46588594704684316,22.215556000000035,0.0008303924652411439
rei-HT,M,9,motivated swimming,11-2018,0.032227582955127336,0.0121750607306683,95.0654473812604,0.024766814745111,0.0022150149804351,14.865268656251374,0.05199940596616768,0.02069631738901238,164.4425369868813,0.0462252430564897,0.0061155632668424,52.54428553725532,16.84459500000002,0.5515396659707724,30.505175000000037,0.001141713172385626
rei-HT,M,51,motivated swimming,11-2018,0.1208389524180386,0.02611171690518834,171.97598610051602,0.1170442149359528,0.0082647611906436,41.31823933283556,0.12095859560787348,0.026134114895521667,172.13098968445348,0.1171182420552642,0.0082655197328051,41.40825415462928,29.976386699999967,0.9986668888518581,30.006398099999966,0.0029551021544385295
rei-HT,M,80,motivated swimming,11-2018,0.15823936660533158,0.0533500793258065,421.3759874359455,0.14489284423227988,0.03377748324731665,256.74742600753575,0.15828496917619772,0.05336081176818499,421.50494064885794,0.14494105698460058,0.0337953006169783,256.76690401834463,29.993598800000065,0.9995000833194467,29.998599400000067,0.0007488525706866882
rei-HT,M,60,motivated swimming,11-2018,0.17353855539213758,0.041660006459088586,293.642035210985,0.1474784639055593,0.01815158965818715,115.06394154923782,0.17372102713386506,0.04170210738620286,293.9577882226885,0.1476385560351932,0.0182286410659138,115.33923816243714,29.973989499999945,0.9986668888518581,29.978990999999944,0.0016858241935756321
rei-HT,M,11,motivated swimming,11-2018,0.08224581996911441,0.01587011761359101,122.55451399084504,0.0709819494408302,0.0035525543585293,30.199777673814765,0.08342341246296274,0.01604023758210733,124.30535326132669,0.07201080685810725,0.0035325429260629,30.48380925631644,30.051926800000018,0.9812402292860865,30.582583500000016,0.0025676989040703917
rei-HT,M,39,motivated swimming,11-2018,0.06339354602475768,0.026337635203110693,197.60761711177244,0.0589617244333455,0.0138451181852345,85.27245962763885,0.06631768105042478,0.02722369048809128,206.50968524158841,0.0613309169056966,0.0145525372468879,94.1653627984067,30.058497000000028,0.9476670870113493,31.70641460000003,0.0008533319347301841
rei-HT,M,5,motivated swimming,11-2018,0.101721609499431,0.030674784559717633,203.46569133796027,0.08254004715192255,0.0080477016637703,53.08653861682444,0.11642232672480901,0.034896344297618356,233.0873425846268,0.09426365405531456,0.01070512617785355,77.89878551020024,27.242682600000048,0.8640223038905082,29.04873900000005,0.0016044362081860978
rei-HT,M,27,motivated swimming,11-2018,0.01793980004383305,0.006102139781909188,47.49763977308625,0.004257800680663001,0.00168299165002755,8.225725631731962,0.11420442630914891,0.034551031326415245,317.83645632641384,0.10186382502990915,0.0163088865701022,195.70615497763555,3.8029450000000007,0.12181048852416977,30.723792500000005,0.0006471965255253245
rei-HT,M,81,motivated swimming,11-2018,0.0922658886051615,0.032780310095451015,228.76116311159967,0.0561409371106155,0.0092681426757706,53.7714962048625,0.14471568944998717,0.051730362447690775,363.9113294881237,0.1272564897898257,0.0346026262888087,246.0504223137491,18.697991199999993,0.6230628228628562,20.153223999999994,0.000727887357957883
rei-HT,M,40,motivated swimming,11-2018,0.11110272683132816,0.026111867103269924,209.16118555089824,0.0899191227260843,0.005957414413813649,33.61920472974589,0.1539034894807692,0.03593296445857942,290.5974404982864,0.1402113858090132,0.0148370372864174,120.43083892267532,21.35439179999997,0.7116186031005167,29.998193399999955,0.001506579128562149
rei-HT,M,6,motivated swimming,11-2018,0.047746707803350226,0.015826077395635352,135.50820579414005,0.0202258548174686,0.0020732705406456,11.383023160135508,0.08949275897363279,0.03014846546565317,262.3535485879899,0.0707311312268645,0.0127350003373709,108.02743704381612,17.47707599999999,0.5058905058905059,22.36507099999999,0.0008926177596711972
rei-HT,M,2,motivated swimming,11-2018,0.036439951350624514,0.013994551839664636,122.55634817710676,0.018032985783191298,0.0017414368064563,8.406885648156504,0.06828300158574618,0.026872886373199754,238.84150805457548,0.05792916423416185,0.00811873234887665,64.80590709713852,15.598000400000016,0.5053666106297685,16.743503500000017,0.001143720253382724
rei-HT,M,50,motivated swimming,11-2018,0.10750534753515308,0.04424689149545296,316.76820815367563,0.0712658854626558,0.01628361503041835,104.05236900363661,0.14161048009556418,0.05804865467820682,417.8117908771736,0.10292340885297825,0.0350188006946758,244.30877788539644,22.50439359999997,0.7495417430428262,30.014196799999958,0.0007407273371513973
rei-HT,M,70,motivated swimming,11-2018,0.08320241054315537,0.029904872958870874,216.10080151272143,0.0234673486799589,0.0041054197792799,19.86426665957879,0.15615910883751277,0.0561445834669839,411.19021035508683,0.1382843408601854,0.037529100858013,295.98045288241224,15.515995500000004,0.5175,24.046045200000005,0.0006600679874560862
rei-HT,M,41,motivated swimming,11-2018,0.037251022961647715,0.011025427676981716,89.69563463350592,0.0016046819127321,0.0007335977041036,2.708241717044757,0.1301720231429019,0.038090836585073735,317.6616511913848,0.1072242692854858,0.01462258434760375,130.67424857115384,8.530024800000003,0.2762817193164164,8.685915600000003,0.0009081357647027398
rei-HT,M,36,motivated swimming,11-2018,0.03264904758241865,0.010955960887195828,92.13590031403801,0.0032760151356575,0.0007957298833167,3.27287037931967,0.09499105273189681,0.032514036487803835,279.19126674727636,0.07050422765648934,0.0127660523476151,106.19500861655419,9.986004800000016,0.3223225806451613,29.97800240000005,0.0009628051815075257
rei-HT,M,7,motivated swimming,11-2018,0.1427865966039231,0.035880109490887685,310.03243504339144,0.1188220603630512,0.0151307967938817,140.81506762539675,0.14485515693694617,0.03639055996200426,314.1262556928279,0.1208786198536961,0.01558156629130855,144.24709435397176,30.3448924,0.9847071021254536,30.8081732,0.0010995391842470602
rei-HT,M,37,motivated swimming,11-2018,0.020136806613677238,0.006599402949891288,54.63054760064822,0.0023499077850078,0.0004729168460659,2.6395610200751207,0.06517530500817068,0.021919270493637916,186.5630614652229,0.0508511745242498,0.0068333404495462,66.86499808193958,8.693692499999988,0.2790966251764404,26.816543899999964,0.0009411235317785362
rei-HT,M,71,motivated swimming,11-2018,0.09590135274452401,0.035035420369386124,230.4253585751182,0.08905549803572735,0.01632980880456885,103.09503157272104,0.0959252123950359,0.035041842892186315,230.48423975500512,0.08906161640990826,0.01632980880456885,103.15449938084953,29.961209600000032,0.9995000833194467,29.961209600000032,0.0010408689835245577
rei-HT,M,34,motivated swimming,11-2018,0.1181736075879556,0.032372408544149016,300.79280968644883,0.0985099077592452,0.01487778900947815,135.7476823892796,0.1361793688439116,0.03729377020552627,347.2462554396995,0.1160147428814789,0.020535763668154,186.70756313024128,26.568074200000048,0.8622746725457139,27.09152400000005,0.0008405951616367584
rei-HT,M,3,motivated swimming,11-2018,0.011396895830178035,0.0025379460379490286,17.079938668502948,0.0008711451785811,0.0002224156972254,0.9338108653693666,0.13146536666829645,0.03044468225855655,214.11343142073142,0.1218180896949634,0.0109849948453991,80.8929677033472,2.269443999999999,0.0741708017759206,10.216493499999997,0.0019529827891858007
rei-HT,M,24,motivated swimming,11-2018,0.10063354416920418,0.03336745180638817,275.7122666599486,0.0879127844449282,0.012123976277008,88.7922524600846,0.10200911357906832,0.033861817911456,279.9122798025807,0.0892368490242548,0.0124696262000323,91.44387143818732,30.07018329999996,0.9832701607632989,30.57381789999996,0.0013429972038106104
rei-HM,F,50,motivated swimming,11-2018,0.07549147151870175,0.017722376619244456,117.0780198694596,0.0079062851219525,0.0018375187159658,7.205454040952475,0.18145509076865976,0.04234647001362723,284.54816113854986,0.1626897683746812,0.0236098904607292,164.00917992000927,12.026443000000027,0.40076653891018166,12.156458600000027,0.001203510308238778
rei-HM,F,91,motivated swimming,11-2018,0.026872937325164575,0.013722535746007541,147.8610581580733,0.0044154689174158,0.0013637966328448,6.564219360575407,0.09195736746515391,0.048892368279866816,549.723785722741,0.0655515693618196,0.0353516855621956,216.02456807672752,7.791570200000011,0.25979003499416764,8.411297400000013,0.0004713746813212536
rei-HM,F,31,motivated swimming,11-2018,0.035870809653496094,0.007706008926113499,53.317655811244755,0.0071673845508569995,0.0012014912807223,4.803259047349684,0.16334373593819237,0.03581300434399737,265.2690150213306,0.1463780706189749,0.0238314571218808,155.838753687981,5.558776800000002,0.18530244959173472,5.573773500000002,0.0011060494999774713
rei-HM,F,22,motivated swimming,11-2018,0.030498718768880138,0.026942877418785482,136.97646804040005,0.02123186389986085,0.01994921486620155,69.75559428941445,0.038025083110833566,0.032429410562065934,174.20983633847447,0.03146538005232765,0.027011220787295398,110.84886073725642,21.970439400000043,0.7322112981169805,29.93059860000006,0.0006095337611113058
rei-HM,F,35,motivated swimming,11-2018,0.06971104077292224,0.01797770013555089,134.2500973548265,0.0014707566965890002,0.00044008696028495,2.5960130191606368,0.1770103734728738,0.04541496601559246,340.3355234543335,0.16706642503283453,0.03095226561781335,213.67326521372547,11.666732399999978,0.3889351774704216,12.146597999999978,0.0010226469918323852
rei-HM,F,26,motivated swimming,11-2018,0.08006262024306972,0.023996647237231588,166.71427740430147,0.0702456441283068,0.0070631891976423,54.84637380710637,0.08366466387177034,0.025073617397501226,174.84481759299902,0.07289261904056205,0.0075878354441698,61.94417532342129,28.436018399999984,0.9483161053684561,29.975802799999983,0.0015521490935964648
rei-HM,F,6,motivated swimming,11-2018,0.11267239446838706,0.027189126686202488,200.14219266819615,0.09908748870465015,0.00830261011340235,61.97835221969683,0.11307838726691265,0.027287158003022213,200.95411372176136,0.0993139086758054,0.0083809406452778,62.60196789469763,30.824233200000023,0.9953542392566783,30.960110800000024,0.001896420257642765
rei-HM,F,10,motivated swimming,11-2018,0.07074717990220557,0.019729618850011062,179.81331412548758,0.00659024756195235,0.0014016608252891,4.54218755940019,0.21095447275159987,0.05939779849010166,554.739000346195,0.1739856480865712,0.0443482150887156,322.8986540879532,9.576915000000016,0.3191134810864856,9.956991000000016,0.0007533317300618432
rei-HM,F,12,motivated swimming,11-2018,0.036419299956157405,0.017693988311718072,91.63202589258877,0.0244918821069983,0.010106969039623302,43.14958633176218,0.048602999520282804,0.022230193911951728,123.07801388680237,0.0363392977846202,0.0136978764434227,76.13058240905843,19.949826599999998,0.6653891018163639,29.962211399999997,0.000804845395103252
rei-HM,F,51,motivated swimming,11-2018,0.0953459088604698,0.0340942467618018,263.3367757389688,0.0808716159468296,0.017715294798489552,125.39789990272538,0.12030665139268679,0.04307550640818218,334.1838036258736,0.1096001304674148,0.0310898859549918,228.98686802324164,23.535941400000024,0.7843692717880353,23.920956800000024,0.0006768100942881906
rei-HM,F,16,motivated swimming,11-2018,0.029660394538297063,0.016851548265575035,108.47353177985634,0.024506331551260953,0.0048042296393011,24.929526075931108,0.041912374667076875,0.025460635747852838,169.26689084484232,0.0394739055479712,0.0074690641159462,54.36235897865345,17.609137500000028,0.5874020996500583,29.93803150000005,0.0008333252205898641
rei-HM,F,11,motivated swimming,11-2018,0.051506249166861306,0.018015885127080456,121.72508434855644,0.00214316321533895,0.0008250833610144,7.177306624305402,0.1749801317114402,0.06062806932864558,408.44077946931174,0.1643608694088966,0.0425331422928126,262.3736504697433,8.614483100000008,0.28711881353107815,8.624482500000008,0.0008570352589274969
rei-HM,F,2,motivated swimming,11-2018,0.04808435828791914,0.016437424132554772,112.69949651516683,0.0383794309799494,0.0045691851684016,26.200872083819604,0.057180272016452004,0.019365885698714457,137.0419410248435,0.04592434540680925,0.00461863759487555,32.569231716671254,24.49302800000004,0.7873105574107372,31.093759200000054,0.001625315599346212
rei-HM,F,80,motivated swimming,11-2018,0.03585960137183034,0.013377298450429986,92.9017381757879,0.016358655062517748,0.00294146011870015,17.884561711781544,0.07180370182604578,0.02851509798169078,200.85644779236227,0.050638666841448646,0.009728125854849699,62.663826607638384,12.473242199999984,0.4155974004332611,30.00279869999996,0.0011340763737582922
rei-HM,F,90,motivated swimming,11-2018,0.0619918100546952,0.020590708121128388,147.42414195006262,0.005281107043711,0.00135217731036815,4.865224174494642,0.17477488788178788,0.05801055345657002,424.19929394852096,0.1444034917357377,0.0370858877688363,283.88149932002875,10.200713899999991,0.34010998166972173,10.785468199999992,0.0007702889332910476
rei-HM,F,15,motivated swimming,11-2018,0.07106609046363474,0.0187625784052848,135.4470485560194,0.007526367954403,0.0014761825913047499,4.665588933086795,0.20559682718912875,0.05480049064471807,402.8630800305245,0.17798983607056917,0.03433719264695965,269.3064285172227,9.841377600000014,0.32794534244292617,9.921388800000013,0.001031427007475931
rei-HM,F,29,motivated swimming,11-2018,0.14824997440670568,0.06620145935875557,517.1218622107016,0.13278367457899465,0.05477669852138845,393.2683647109968,0.14840873768066684,0.06626929115110702,517.6735551472364,0.132890016929102,0.0548151871744746,394.742898332197,29.982379700000035,0.9986668888518581,30.007394200000032,0.0005137615369624743
rei-HM,F,21,motivated swimming,11-2018,0.10277779303437604,0.019155400685972122,141.93414324169404,0.09875963074145824,0.005771730874905,41.74436503866161,0.10306459081913698,0.019193963892484792,142.31892842195901,0.0991695479040394,0.005768057189374,41.831534508196455,29.903370599999974,0.9963339443426096,29.99839719999997,0.0026299093968553825
rei-HM,F,13,motivated swimming,11-2018,0.0879144737816081,0.02279212685083908,147.3285922313191,0.0738010265533072,0.00820904999201805,48.02462750128598,0.1262915252471769,0.03192409577075471,210.32584368051045,0.1233211864811099,0.0163236628003403,104.8739984157578,20.59376430000002,0.6863856023996001,22.233665900000023,0.0014742691676243526
rei-HM,F,7,motivated swimming,11-2018,0.078480581481465,0.0235999717334165,183.33298789967253,0.0047952975396504,0.0010107236570634,8.195842918610197,0.1675507196128423,0.050534444138559904,392.0135433287733,0.1562702461256278,0.0323973847308878,270.0047542004995,14.165833500000021,0.4618688183237897,30.662703000000043,0.0007629572620318004
rei-HM,F,40,motivated swimming,11-2018,0.03100543375634147,0.007656249008826291,46.53320439461671,0.02087979133927855,0.0021620836447391,13.995646576779563,0.055343016377250115,0.014000069566447138,87.09698070798207,0.039512705917832555,0.0035859326483700504,22.04216932167924,13.18525159999997,0.4395934010998167,29.744288199999932,0.002171604962165124
rei-HM,F,32,motivated swimming,11-2018,0.03808622414029343,0.017421899754543897,119.60990880559059,0.00400516510906135,0.00222127788484775,7.3708282130724,0.11920969166039092,0.05371402084868581,384.3484874497246,0.1000227960192023,0.0314311046105359,238.5690093211906,8.957328299999988,0.29845025829028493,9.032347799999988,0.0006886844174592781
rei-HM,F,19,motivated swimming,11-2018,0.024687378425780424,0.0077567457057615705,52.113308602983,0.005547598895887251,0.00242429497149705,12.524214094696617,0.0792911039197906,0.022061084994454035,157.36911882663875,0.05737913963542045,0.007817331120594899,67.0216858957076,7.831879199999994,0.2609565072487919,21.005039999999987,0.0013179993752787482
rei-HM,F,36,motivated swimming,11-2018,0.10498887876850771,0.019710315456699164,166.19350951512652,0.1021676118537447,0.0078940114548479,65.73812211005077,0.12535628595704917,0.023365448354620826,197.58798159668407,0.1212264486189349,0.0113377369336013,99.07600634444408,25.005,0.8333611064822529,25.05,0.001456011408089133
rei-HM,F,25,motivated swimming,11-2018,0.13246086057148862,0.033810865101638506,288.76854083443925,0.12230932589329879,0.012778241510782148,94.00498598567185,0.13505295976783319,0.03449254868995908,294.95728488460753,0.124145491852955,0.0133396380791846,100.08760922592046,29.333239900000027,0.9776703882686218,29.99320030000003,0.0016078398851946314
rei-HM,F,17,motivated swimming,11-2018,0.04932923469030084,0.013557675112311022,98.61274599996267,0.0202157103753768,0.0024268407195376,11.673750589908671,0.09057589081105423,0.025202319184847735,187.1109902827752,0.0605174775545298,0.0112957370068754,78.46289455885653,15.178035000000024,0.5057490418263623,29.94098700000005,0.0013933668676671123
rei-HM,F,3,motivated swimming,11-2018,0.05260814050293847,0.017333554005707744,157.1031501590111,0.007382851559872901,0.00174813935133155,6.227304455998173,0.15729587050643687,0.05254133962572174,495.67436123965734,0.1496580280801162,0.0381000057228865,284.6881019333978,9.377208000000001,0.30928242264647793,14.614712,0.0006655934017970787
rei-HM,F,14,motivated swimming,11-2018,0.0510244269396539,0.022964617323853048,151.37796298629965,0.03525273080694205,0.0125907141412499,61.9982982246853,0.06334715563232961,0.02708666673051186,186.08970633847778,0.0474008746548548,0.0155294876521047,88.49728772850085,23.148516599999954,0.7717047158806866,29.986601399999945,0.0009075811094526343
rei-HM,F,28,motivated swimming,11-2018,0.1331923094449628,0.042655144041455664,423.57886018871073,0.13788093292607262,0.028936535918948,190.95997044681212,0.13455351814360222,0.04298201457888293,427.7298719301472,0.1387407098426737,0.0294326728320013,195.4260882946301,29.658975499999972,0.9890018330278287,29.97880269999997,0.000877280943694376
rei-HM,F,71,motivated swimming,11-2018,0.06620301027164105,0.03688653635791108,299.8030697806695,0.0565416973251677,0.02452320439632695,146.3392152123788,0.07178341110146205,0.03941788184625118,327.4591021091701,0.0626692385538368,0.0280772074317593,183.96641907377216,27.220443000000046,0.9070154974170972,29.98599600000005,0.0005679639289841424
rei-HM,F,70,motivated swimming,11-2018,0.0814347790723387,0.02463317558374967,213.73904500809638,0.00626322455007645,0.0020307338200821,5.850711370510453,0.23615471195620036,0.07101752617850911,633.6865612613567,0.22498200993447698,0.0452304532527191,323.0390264378457,9.969202400000022,0.3322779536743876,29.992600400000065,0.0008424939209198465
rei-HM,F,4,motivated swimming,11-2018,0.09626653260320812,0.03107378628218435,261.88141714091273,0.08435498316070131,0.010848958336108199,86.41386134235896,0.09701775397715895,0.03134583797856565,264.2803981416057,0.0851258584982694,0.0111046641252522,88.05613268861201,30.354212100000044,0.9898503578399479,30.657474900000043,0.0013246797975959331
rei-HM,F,18,motivated swimming,11-2018,0.03538464099514977,0.019919191495484947,131.10035973484227,0.0179488361016546,0.0121603101645895,47.51473646900308,0.05599091626393258,0.031158501790323666,208.7481443492674,0.0427968542612555,0.02545299075005575,126.48591277241366,18.18,0.6058990168305283,29.97,0.0005980394492515362
rei-HM,F,37,motivated swimming,11-2018,0.101610117956866,0.026622934027836418,220.45657656210182,0.0922328591692187,0.0115843484094376,78.77350013029627,0.1447607851054381,0.037490046908309135,314.40836109901306,0.1406117852551414,0.0247757094363034,183.5327484851632,20.68134130000002,0.6898333333333333,22.87489260000002,0.0008941989537297147
rei-HM,F,24,motivated swimming,11-2018,0.0548427283853865,0.020394200807251597,136.08387338822715,0.0468188710024941,0.01303280249971835,64.02767589245286,0.059763035324408825,0.02147626951435401,147.24749704758094,0.051475391958073,0.0137220097835041,74.04081076606417,26.84909190000001,0.8950174970838194,29.98340220000001,0.0009835698497100511
rei-HM,F,33,motivated swimming,11-2018,0.14452799048693532,0.03605169154185813,291.5191357295923,0.13138698348972705,0.017458437897794603,151.2727199545708,0.14457527003073678,0.036056880997449026,291.6007750533631,0.13138888101520596,0.017441457509168902,151.30384508222505,29.995398199999972,0.9995000833194467,30.00039909999997,0.0012680715981569957
rei-HM,F,20,motivated swimming,11-2018,0.026114227670220827,0.011186206018659644,70.72556243316738,0.0059294524908699,0.0020968161168910503,10.762853683418427,0.08462081199849576,0.03602853360262748,235.9087075140243,0.0577978593596541,0.0184291474339527,119.70737312551591,7.8824767999999885,0.2627895350774871,29.46556799999996,0.0007138347842118334
rei-HM,F,30,motivated swimming,11-2018,0.08270106264824743,0.029783118398427406,209.60270375089513,0.07732413535339006,0.019288080654063698,113.11780321678384,0.08413974077712769,0.030077951148031034,212.71675727098858,0.0784969694882354,0.01968657695342505,118.04732923977781,29.384712000000032,0.9798366938843526,29.979402600000032,0.0008481811281698779
rei-HM,F,8,motivated swimming,11-2018,0.05018227171865877,0.01913649610765213,328.00740569269664,0.0024838990091964,0.0004385177443452,2.480262865219629,0.1296147768103414,0.0500062644099928,865.9107545659697,0.09628206793548676,0.03267620553127025,332.272484643354,11.613247800000021,0.3770108977685522,12.148752000000023,0.0005665122835995624
rei-HM,F,5,motivated swimming,11-2018,0.05133135654116319,0.019420446944554873,191.55764296400886,0.0046488500983079,0.001585541821621,7.919095911461227,0.1387024966087729,0.05218038706269955,528.8535691447887,0.1117111725118313,0.033976532904343354,265.9899942352695,10.990663200000007,0.35353016688061617,23.294299600000016,0.0006792953538565731
rei-HM,F,34,motivated swimming,11-2018,0.0185876969527518,0.01023562288314086,69.88571127505655,0.0022901158384366,0.0010591336843668,3.9067694495145133,0.09355176068566766,0.05119957548411647,366.99312194659433,0.0798683067137021,0.0398928160644829,182.163945455261,5.34542759999999,0.17813697717047158,5.550443999999989,0.000615434371210848
rei-HM,F,27,motivated swimming,11-2018,0.01375607777875581,0.005051154142975952,31.725934582526747,0.00154315344456845,0.00035552928547929997,1.4725519872484938,0.11055325706350815,0.040464659547400465,270.4616177072527,0.1099702671914526,0.02944335589465995,168.61974535629827,3.2921055999999957,0.10964839193467756,3.3021119999999957,0.000931837348201947
rei-HM,F,23,motivated swimming,11-2018,0.06429916619692877,0.02277999214511167,153.8814016024212,0.057532077889476355,0.014160585883425999,73.14333232342,0.06827222865606225,0.023503054313544925,162.55461598060486,0.0612309112264865,0.0144881271981291,83.4322033572775,27.842708,0.9286785535744043,29.936032,0.0009670514970302299
rei-HM,F,81,motivated swimming,11-2018,0.11103246006587748,0.03856587905672558,312.0363797199245,0.10342274279700275,0.02749434321402615,185.01329557329885,0.11324676311441684,0.03920815063399888,318.2363252617733,0.1053778036577234,0.0283305201298959,192.4410821796613,29.353187699999992,0.9776703882686218,30.013596899999992,0.0007326777228390953
rei-HM,F,9,motivated swimming,11-2018,0.027092122084790452,0.00930256882110034,61.72715302190115,0.0244678550889727,0.0024878501720377,11.61784477365302,0.04101887108669544,0.014400676256765846,100.95014227383716,0.0386642025993508,0.00401038316944545,23.129621270069123,16.915727199999978,0.5597883597883598,30.20208759999996,0.0019381252456521746
rei-HM,F,60,motivated swimming,11-2018,0.15455413174771793,0.04179123315883186,281.88531687983294,0.1425550580351081,0.02001028040840315,140.92615373476195,0.15741617074649703,0.04259962716379441,287.41534515432767,0.1450652873906253,0.0208761866869306,147.739246318838,29.406758000000018,0.9796700549908348,29.85193600000002,0.001265075118228341
rei-HM,F,1,motivated swimming,11-2018,0.05411371513589971,0.015943362071445123,169.8287227916639,0.004760285503098699,0.0012554000865745,5.241175778614604,0.12817500678864224,0.03770855479718298,408.22898688806424,0.10491380750317705,0.022296817989557002,228.9243903464353,13.162494599999993,0.4107744107744108,13.402248599999995,0.0006494740774946812
rei-HM,F,41,motivated swimming,11-2018,0.04011100885959407,0.030268147323250838,240.51226239496916,0.01750644962060545,0.01704383462707735,64.97899444984228,0.06291940531012506,0.04769832344635605,390.6633723587831,0.05099953708039265,0.039074114457724754,232.23591603608043,18.05226720000003,0.6012331278120313,25.60239780000004,0.0004284135055031438
rei-HM,M,8,motivated swimming,11-2018,0.053178309772156075,0.014855164220626991,126.00388687388134,0.01540329246560775,0.0019720205873362,9.984438083492364,0.10249702995845904,0.028889884391422222,250.1852597084808,0.0914809800593733,0.010522055616885,77.73967106549162,15.106985499999995,0.4949600733080246,15.174908999999996,0.0013940661225984678
rei-HM,M,30,motivated swimming,11-2018,0.031104700188727855,0.011287177328170219,181.41971045155077,0.00509468789152685,0.0011286164413535499,3.11651126291963,0.10813400413330779,0.040308303206415125,691.6711961192559,0.0972095945374642,0.0214204335879119,239.32511788470947,7.743915699999995,0.2581236460589902,8.188853399999996,0.00045594064643764793
rei-HM,M,52,motivated swimming,11-2018,0.13168549926765458,0.04187845323466085,403.9109764885483,0.09683958093934139,0.0324038231383192,234.24292626245918,0.1750561215140703,0.055178345879802145,536.2605116178985,0.15156507375079986,0.04740881327760205,406.92480964437436,22.59296319999997,0.7485419096817197,23.05065679999997,0.0005341924278404683
rei-HM,M,14,motivated swimming,11-2018,0.1626624402995669,0.04275550142206249,328.30537327556755,0.151963442448591,0.02585120905285815,185.2293814493919,0.1626624402995669,0.04275550142206249,328.30537327556755,0.151963442448591,0.02585120905285815,185.2293814493919,29.99879999999997,0.9998333611064822,29.99380019999997,0.0010240335660400062
rei-HM,M,36,motivated swimming,11-2018,0.1388673023093847,0.05483782206940425,389.2911139799802,0.12593052342944672,0.04289435949715135,324.5259462736158,0.13917543982351618,0.054945762985217014,390.10479579998025,0.12609108934376695,0.04302920194163595,325.1092192311262,29.928204200000028,0.9975004165972338,29.99320030000003,0.0005661619241703846
