mechanic,final_infected_count
CI+MK+ER+IE,11491
CI+MK+ER+IE,14383
CI+MK+ER+IE,16811
CI+MK+ER+IE,1798
CI+MK+ER+IE,13993
CI+MK+ER+IE,12736
CI+MK+ER+IE,12906
CI+MK+ER+IE,9852
CI+MK+ER+IE,9886
CI+MK+ER+IE,12087
CI+MK+ER+IE,15066
CI+MK+ER+IE,5432
CI+MK+ER+IE,11204
CI+MK+ER+IE,5790
CI+MK+ER+IE,8558
CI+MK+ER+IE,14375
CI+MK+ER+IE,8732
CI+MK+ER+IE,12310
CI+MK+ER+IE,14482
CI+MK+ER+IE,13765
CI+MK+ER+IE,12668
CI+MK+ER+IE,16556
CI+MK+ER+IE,14172
CI+MK+ER+IE,16760
CI+MK+ER+IE,11323
CI+MK+ER+IE,7199
CI+MK+ER+IE,17842
CI+MK+ER+IE,11233
CI+MK+ER+IE,8432
CI+MK+ER+IE,14073
CI+MK+ER+IE,12034
CI+MK+ER+IE,14954
CI+MK+ER+IE,5880
CI+MK+ER+IE,13777
CI+MK+ER+IE,15460
CI+MK+ER+IE,10529
CI+MK+ER+IE,13063
CI+MK+ER+IE,12337
CI+MK+ER+IE,10958
CI+MK+ER+IE,10216
CI+MK+ER+IE,7950
CI+MK+ER+IE,12049
CI+MK+ER+IE,12597
CI+MK+ER+IE,14735
CI+MK+ER+IE,12790
CI+MK+ER+IE,15125
CI+MK+ER+IE,14868
CI+MK+ER+IE,11173
CI+MK+ER+IE,14987
